Program Session,Major,Curriculum,Class,Subject,Cr,Room,Sched. Time
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 6,Academic Writing,0.0,LabA215,Wed1
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 5,Academic Writing,0.0,C202 (PUCC),Wed4
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 4,Academic Writing,0.0,C202 (PUCC),Thu1
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 3,Academic Writing,0.0,Theater 3 PUCC,Tue4
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 2,Academic Writing,0.0,Theater 3 PUCC,Tue2
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 1,Academic Writing,0.0,LabA211,Wed5
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 4,Calculus,3.0,Theater 3 PUCC,Wed2
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 6,Economic Survival 1: Business Creation / Internship Experience,3.0,Theater 2 PUCC,Tue3
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 4,Wireless and Mobile Programming,3.0,Theater 1 PUCC,Wed4
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 5,Wireless and Mobile Programming,3.0,Theater 1 PUCC,Mon3
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 6,Wireless and Mobile Programming,3.0,Theater 1 PUCC,Wed3
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 5,Artificial Intelligence,3.0,LabA215,Wed3
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 1,Artificial Intelligence,3.0,Theater 1 PUCC,Thu1
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 5,Economic Survival 1: Business Creation / Internship Experience,3.0,LabA215,Fri1
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 4,Economic Survival 1: Business Creation / Internship Experience,3.0,LabA211,Mon4
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 3,Economic Survival 1: Business Creation / Internship Experience,3.0,LabA216,Fri2
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 2,Artificial Intelligence,3.0,Theater 3 PUCC,Tue3
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 1,Software Engineering,3.0,LabA216,Thu2
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 2,Software Engineering,3.0,LabA216,Tue4
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 1,Calculus,3.0,Theater 3 PUCC,Fri2
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 2,Calculus,3.0,Theater 1 PUCC,Fri4
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 3,Wireless and Mobile Programming,3.0,Theater 2 PUCC,Fri2
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 4,Artificial Intelligence,3.0,LabA209,Mon2
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 4,Computer Organization and Architecture,3.0,Theater 3 PUCC,Mon4
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 2,Computer Organization and Architecture,3.0,LabA216,Thu3
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 3,Artificial Intelligence,3.0,LabA216,Tue3
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 2,Economic Survival 1: Business Creation / Internship Experience,3.0,LabA209,Mon3
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 1,Economic Survival 1: Business Creation / Internship Experience,3.0,Theater 1 PUCC,Mon1
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 2,Data Structure and Algorithm,3.0,Theater 1 PUCC,Thu5
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 1,Data Structure and Algorithm,3.0,Theater 2 PUCC,Wed1
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 6,Data Structure and Algorithm,3.0,C202 (PUCC),Fri5
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 7,Data Structure and Algorithm,3.0,LabA209,Wed3
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 7,Network Security,3.0,Theater 1 PUCC,Thu4
M,PS_TInf,IT-2023,M IT-2023 IT 2023 Class 6,Network Security,3.0,LabA215,Mon3
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 6,Computer Organization and Architecture,3.0,LabA209,Tue5
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 5,Computer Organization and Architecture,3.0,C202 (PUCC),Fri2
M,PS_TInf,IT-2024,M IT-2024 IT 2024 Class 3,Computer Organization and Architecture,3.0,LabA211,Mon5
M,PS_TInf_KKP,ITP-2024,M ITP-2024 Class 1,Survival English,0.0,CR-01 (Pekanbaru),Fri1
M,PS_TInf_KKP,ITP-2024,M ITP-2024 Class 1,Economic Survival 1: Business Creation / Internship Experience,3.0,CR-02 (Pekanbaru),Thu4
M,PS_TInf_KKP,ITP-2024,M ITP-2024 Class 1,Calculus,3.0,CR-01 (Pekanbaru),Fri5
M,PS_TInf_KKP,ITP-2024,M ITP-2024 Class 1,Programming Concepts,3.0,CR-01 (Pekanbaru),Wed2
M,PS_TInf_KKP,ITP-2024,M ITP-2024 Class 1,Web Programming,3.0,CR-01 (Pekanbaru),Tue3
M,PS_TInf_KKP,ITP-2024,M ITP-2024 Class 1,Computer Organization and Architecture,3.0,CR-02 (Pekanbaru),Wed3
M,PS_TInf_KKP,ITP-2024,M ITP-2024 Class 1,Discrete Mathematics,3.0,CR-01 (Pekanbaru),Thu3
M,PS_TL,ENV-2024,M ENV-2024 ENV 2024 Class 1,Survival English,0.0,B308,Wed5
M,PS_TL,ENV-2024,M ENV-2024 ENV 2024 Class 1,Calculus 1,3.0,B209,Thu2
M,PS_TL,ENV-2024,M ENV-2024 ENV 2024 Class 2,Physics 1,3.0,B303,Mon4
M,PS_TL,ENV-2023,M ENV-2023 Environmental Management,Microbiology,3.0,B409,Tue1
M,PS_TL,ENV-2023,M ENV-2023 Environmental Management,Environmental Chemistry,3.0,B404,Wed1
M,PS_TL,ENV-2024,M ENV-2024 ENV 2024 Class 2,Ecology 1,3.0,B307,Tue5
M,PS_TL,ENV-2024,M ENV-2024 ENV 2024 Class 2,Career and Leadership: Introduction to Environmental Engineering,3.0,B405,Wed1
M,PS_TL,ENV-2024,M ENV-2024 ENV 2024 Class 2,Survival English,0.0,B201,Thu3
M,PS_TL,ENV-2023,M ENV-2023 Environmental Management,Fluid Mechanics,3.0,B406,Wed5
M,PS_TL,ENV-2024,M ENV-2024 ENV 2024 Class 2,Economic Survival 1: Business Creation / Internship Experience,3.0,B302,Fri5
M,PS_TL,ENV-2024,M ENV-2024 ENV 2024 Class 1,Chemistry 1,3.0,B108,Thu4
M,PS_TL,ENV-2024,M ENV-2024 ENV 2024 Class 1,Career and Leadership: Introduction to Environmental Engineering,3.0,B203,Fri4
M,PS_TL,ENV-2024,M ENV-2024 ENV 2024 Class 1,Ecology 1,3.0,B307,Tue1
M,PS_TL,ENV-2024,M ENV-2024 ENV 2024 Class 1,Economic Survival 1: Business Creation / Internship Experience,3.0,B204,Wed1
M,PS_TL,ENV-2023,M ENV-2023 Environmental Management,"Environmental Health, Safety, and Quality Management",3.0,B101,Thu5
M,PS_TL,ENV-2023,M ENV-2023 Environmental Management,Materials Flow Analysis and Life Cycle Assessment,3.0,A420,Fri1
M,PS_TL,ENV-2023,M ENV-2023 Environmental Management,Academic Writing,0.0,B211,Fri2
M,PS_TL,ENV-2023,M ENV-2023 Environmental Management,Unit Operations and Unit Processes,3.0,B302,Thu3
M,PS_TL,ENV-2024,M ENV-2024 ENV 2024 Class 2,Chemistry 1,3.0,B210,Mon3
M,PS_TL,ENV-2024,M ENV-2024 ENV 2024 Class 1,Physics 1,3.0,B102,Thu5
M,PS_TL,ENV-2022,M ENV-2022 ENV 2022,Project Management,0.0,A424,Wed4
M,PS_TL,ENV-2024,M ENV-2024 ENV 2024 Class 2,Calculus 1,3.0,B409,Wed2
M,PS_TM,ME-2023,M ME-2023 Class 1,Academic Writing,0.0,B104,Mon2
M,PS_TM,ME-2024,M ME-2024 Class B,Survival English,0.0,B208,Thu4
M,PS_TM,ME-2024,M ME-2024 Class B,Physical Chemistry,3.0,B407,Thu3
M,PS_TM,ME-2024,M ME-2024 Class B,Physics 1,3.0,A424,Wed2
M,PS_TM,ME-2024,M ME-2024 Class B,Calculus 1,3.0,B408,Tue5
M,PS_TM,ME-2024,M ME-2024 Class B,"Statistics, Problem Solving, and Decision Making",3.0,B210,Wed2
M,PS_TM,ME-2024,M ME-2024 Class B,Mechanical Drawing and CAD,3.0,B311,Tue3
M,PS_TM,ME-2024,M ME-2024 Class B,Economic Survival 1: Business Creation / Internship Experience,3.0,B104,Thu3
M,PS_TM,ME-2024,M ME-2024 Class A,Survival English,0.0,B408,Thu4
M,PS_TS,CE-2023,M CE-2023 M CLASS 1,Mechanics of Materials,3.0,B210,Fri1
M,PS_TS,CE-2022,M CE-2022 M CLASS 1,"Health, Safety, and Environment",2.0,B403,Thu2
M,PS_TS,CE-2022,M CE-2022 M CLASS 1,Steel Structure 2,3.0,B408,Wed4
M,PS_TS,CE-2024,M CE-2024 M CLASS 2,Survival English,0.0,B303,Tue3
M,PS_TS,CE-2024,M CE-2024 M CLASS 2,Introduction to Civil Engineering,3.0,B410,Fri5
M,PS_TS,CE-2024,M CE-2024 M CLASS 2,Physics 1,3.0,B304,Wed1
M,PS_TS,CE-2024,M CE-2024 M CLASS 2,Applied Mathematics 1,3.0,B407,Fri1
M,PS_TS,CE-2024,M CE-2024 M CLASS 2,Statistics and Probability,3.0,B207,Mon5
M,PS_TS,CE-2024,M CE-2024 M CLASS 1,Economic Survival 1: Business Creation / Internship Experience,3.0,B105,Thu4
M,PS_TS,CE-2024,M CE-2024 M CLASS 1,Computer Programming,3.0,B101,Thu3
M,PS_TS,CE-2024,M CE-2024 M CLASS 2,Economic Survival 1: Business Creation / Internship Experience,3.0,B309,Tue2
M,PS_TS,CE-2024,M CE-2024 M CLASS 2,Computer Programming,3.0,A420,Thu4
M,PS_TS,CE-2022,M CE-2022 M CLASS 1,Pavement Design,3.0,B105,Wed1
M,PS_TS,CE-2023,M CE-2023 M CLASS 1,Engineering Materials and Equipment,3.0,B403,Mon5
M,PS_TS,CE-2022,M CE-2022 M CLASS 1,Concrete Structure 2,3.0,B405,Thu2
M,PS_TS,CE-2022,M CE-2022 M CLASS 1,Construction Contracts and Legal,2.0,A424,Mon2
M,PS_TS,CE-2022,M CE-2022 M CLASS 1,Foundation 2,2.0,B403,Fri1
M,PS_TS,CE-2023,M CE-2023 M CLASS 1,Traffic Engineering,3.0,B408,Wed5
M,PS_TS,CE-2023,M CE-2023 M CLASS 1,Soil Mechanics 1,3.0,B211,Thu1
M,PS_TS,CE-2023,M CE-2023 M CLASS 1,Hydrology and Drainage,3.0,B102,Thu1
M,PS_TS,CE-2024,M CE-2024 M CLASS 1,Statistics and Probability,3.0,B201,Wed3
M,PS_TS,CE-2024,M CE-2024 M CLASS 1,Applied Mathematics 1,3.0,B206,Tue4
M,PS_TS,CE-2024,M CE-2024 M CLASS 1,Physics 1,3.0,B309,Thu3
M,PS_TS,CE-2024,M CE-2024 M CLASS 1,Introduction to Civil Engineering,3.0,B409,Mon3
M,PS_TS,CE-2023,M CE-2023 M CLASS 1,Engineering Mechanics 2,3.0,B405,Mon3
M,PS_TS,CE-2024,M CE-2024 M CLASS 1,Survival English,0.0,B105,Fri1
M,PS_TS,CE-2023,M CE-2023 M CLASS 1,Academic Writing,0.0,B308,Tue1
M,PS_TS,CE-2022,M CE-2022 M CLASS 1,Engineering Economics and Construction,3.0,B204,Tue1
M,PS_TS,CE-2022,M CE-2022 M CLASS 1,Construction Execution and Demolition Methods,2.0,B105,Mon2
